empid,firstname,lastname,startdate,exitdate,title,supervisor,ademail,businessunit,employeeclassificationtype,terminationdescription,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,current_employee_rating,department_type_id,performance_id,termination_type_id,employee_status_id,employee_type_id,payzone_name_id,age,department_id,department_name,employee_status_type,employee_type,payzone_id,payzone_name,performance_score,termination_type,age_range,performance_score_decoded,tenure,tenure_in_years
3941,Ivan,Rogers,2018-11-04,2025-10-06,Data Analyst,Alejandra Spencer,ivan.rogers@bilearner.com,BPC,Temporary,,Field Operations,1985-08-30,MA,Laborer,Male,1810,White,Married,3,16,2,1,3,3,1,40,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Unk,40s-50s,2,2528,6.926027397260274
3944,Julia,Zhou,2020-12-21,2025-10-06,Data Analyst,Joseph Owen,julia.zhou@bilearner.com,SVG,Full-Time,,General - Sga,1997-07-05,MA,Administrator,Female,2148,White,Single,3,16,2,1,3,3,2,28,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,25s-30s,2,1750,4.794520547945205
3945,Thelma,Petrowsky,2022-07-25,2025-10-06,Data Analyst,Carla Wilson,thelma.petrowsky@bilearner.com,MSC,Temporary,,Engineers,1998-03-23,MA,Engineer,Female,1886,Black,Single,3,16,1,1,3,3,3,27,16,IT/IS,Active,Full-Time,3,Zone C,PIP,Unk,25s-30s,0,1169,3.202739726027397
2114,Abagail,Moran,2019-08-24,2025-10-06,Production Technician II,Caitlin Stokes,abagail.moran@bilearner.com,NEL,Part-Time,,Engineers,1992-04-24,MA,Project Manager,Female,38475,White,Single,4,13,4,1,3,2,3,33,13,Production       ,Active,Contract,3,Zone C,Exceeds,Unk,30s-40s,3,2235,6.123287671232877
2115,Nikhil,Cummings,2019-04-15,2023-05-10,Production Technician II,Kristin White,nikhil.cummings@bilearner.com,PL,Part-Time,Although center movement stock. While you local.,Billable Consultants,1978-03-30,MA,Engineer,Female,25166,Asian,Married,2,13,4,5,3,2,2,47,13,Production       ,Active,Contract,2,Zone A,Exceeds,Voluntary,40s-50s,3,1486,4.071232876712329
3950,Noelle,Johnson,2023-07-12,2025-10-06,Database Administrator,George Willis,noelle.johnson@bilearner.com,CCDR,Part-Time,,Fielders,1989-01-29,MA,Engineer,Female,2301,Hispanic,Widowed,3,16,2,1,3,3,2,36,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,30s-40s,2,817,2.2383561643835614
3955,Draven,Giles,2020-02-16,2023-03-16,Database Administrator,Aaron Richards,draven.giles@bilearner.com,SVG,Full-Time,Detail positive wall bag project travel.,Project Management - Con,1998-10-28,MA,Coordinator,Female,31207,Hispanic,Married,3,16,2,4,3,2,3,26,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Resignation,25s-30s,2,1124,3.0794520547945203
3956,Aliana,Shaw,2019-08-07,2023-03-08,Database Administrator,Joseph Shelton,aliana.shaw@bilearner.com,EW,Temporary,Billion same enter green imagine mouth country.,General - Sga,1997-01-02,TX,Foreman,Female,6158,Black,Widowed,3,16,2,2,3,2,2,28,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Retirement,25s-30s,2,1309,3.5863013698630137
3957,Makaila,Nixon,2022-01-03,2025-10-06,Database Administrator,Rose Conner,makaila.nixon@bilearner.com,MSC,Temporary,,Field Operations,1991-01-02,TX,Administration,Female,36554,Other,Divorced,3,16,2,1,3,2,3,34,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Unk,30s-40s,2,1372,3.758904109589041
3958,Mohammed,Orr,2020-09-22,2025-10-06,Database Administrator,Jacqueline Huerta,mohammed.orr@bilearner.com,TNS,Full-Time,,Field Operations,1974-09-18,TX,Foreman,Female,53042,Hispanic,Married,3,16,1,1,3,1,3,50,16,IT/IS,Active,Part-Time,3,Zone C,PIP,Unk,50s-60s,0,1840,5.041095890410959
3961,Maddison,Perez,2023-03-31,2025-10-06,BI Director,Angela Gibson,maddison.perez@bilearner.com,NEL,Full-Time,,Aerial,1978-06-19,MA,Lineman,Male,74182,Black,Divorced,3,16,2,1,3,3,2,47,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,920,2.5205479452054793
3962,Charlize,Wagner,2021-03-10,2025-10-06,Sr. DBA,Joseph Patton,charlize.wagner@bilearner.com,MSC,Part-Time,,Aerial,1990-11-18,MA,Lineman,Female,49449,Hispanic,Divorced,3,16,2,1,3,2,1,34,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1671,4.578082191780822
3963,Micah,Pace,2019-08-30,2025-10-06,Sr. Accountant,Debra Mckenzie,micah.pace@bilearner.com,TNS,Temporary,,Field Operations,1998-05-19,MA,Foreman,Female,39060,Black,Widowed,3,16,2,1,3,1,1,27,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Unk,25s-30s,2,2229,6.1068493150684935
3965,Precious,Roth,2020-04-22,2025-10-06,Software Engineering Manager,Shaun Bell,precious.roth@bilearner.com,WBL,Part-Time,,General - Con,1998-11-01,MA,Laborer,Female,12883,Other,Married,3,16,2,1,3,2,1,26,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,25s-30s,2,1993,5.46027397260274
3968,Emely,Rice,2021-02-20,2025-10-06,Data Analyst,Susan Smith,emely.rice@bilearner.com,NEL,Temporary,,Engineers,1967-07-14,MA,Engineer,Female,94663,Other,Married,3,16,2,1,3,2,1,58,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,50s-60s,2,1689,4.627397260273972
3976,Kinsley,Braun,2021-10-22,2025-10-06,Sr. DBA,Curtis Mathis,kinsley.braun@bilearner.com,MSC,Temporary,,Field Operations,1991-11-17,MA,Laborer,Female,24094,White,Divorced,3,16,2,1,3,3,3,33,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1445,3.958904109589041
3980,Carmen,Atkins,2020-05-11,2025-10-06,Data Analyst,John Hart,carmen.atkins@bilearner.com,PL,Full-Time,,Project Management - Con,1975-12-02,MA,Project Manager,Female,39598,White,Married,3,16,4,1,3,3,3,49,16,IT/IS,Active,Full-Time,3,Zone C,Exceeds,Unk,40s-50s,3,1974,5.4082191780821915
3986,Dennis,Key,2020-03-10,2025-10-06,Database Administrator,Lynn Jackson,dennis.key@bilearner.com,TNS,Temporary,,Catv,1972-11-27,TX,Supervisor,Female,46762,Hispanic,Married,3,16,2,1,3,1,2,52,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2036,5.578082191780822
1359,Rishi,Watkins,2019-01-26,2025-10-06,Sr. Network Engineer,Kendra Garcia,rishi.watkins@bilearner.com,BPC,Part-Time,,Catv,1998-03-19,MA,Foreman,Male,50894,Asian,Married,3,14,2,1,3,3,2,27,14,Admin Offices,Active,Full-Time,2,Zone A,Fully Meets,Unk,25s-30s,2,2445,6.698630136986301
1347,Haleigh,Carter,2022-03-04,2023-01-18,Sr. Network Engineer,Amy Griffin,haleigh.carter@bilearner.com,NEL,Full-Time,Guess fight various decade second pattern.,General - Con,1995-03-21,MA,Coordinator,Male,54734,Hispanic,Married,3,16,2,2,3,1,1,30,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,320,0.8767123287671232
1367,Bryce,Higgins,2020-10-06,2025-10-06,Sr. Network Engineer,Jeremy Frye,bryce.higgins@bilearner.com,WBL,Temporary,,Executive,1990-08-12,MA,Coordinator,Female,61754,White,Divorced,3,16,4,1,3,1,1,35,16,IT/IS,Active,Part-Time,1,Zone B,Exceeds,Unk,30s-40s,3,1826,5.002739726027397
1381,Emiliano,Young,2022-10-17,2025-10-06,Sr. Network Engineer,Chad Crawford,emiliano.young@bilearner.com,PYZ,Temporary,,Aerial,2000-11-01,MA,Foreman,Female,71974,Other,Single,3,16,1,1,3,3,2,24,16,IT/IS,Active,Full-Time,2,Zone A,PIP,Unk,20s-25s,0,1085,2.9726027397260273
2138,Wilson,Sloan,2021-11-04,2023-06-10,Production Technician II,Charles Castillo,wilson.sloan@bilearner.com,EW,Temporary,Direction garden particularly trial.,Project Management - Con,1966-08-11,MA,Evp,Female,69346,Hispanic,Divorced,2,13,4,3,3,2,3,59,13,Production       ,Active,Contract,3,Zone C,Exceeds,Involuntary,50s-60s,3,583,1.5972602739726027
2139,Kaleb,Elliott,2020-05-05,2025-10-06,Production Technician II,Laura Fernandez,kaleb.elliott@bilearner.com,MSC,Full-Time,,Aerial,1968-03-30,MA,Laborer,Female,3763,White,Widowed,2,13,4,1,3,1,1,57,13,Production       ,Active,Part-Time,1,Zone B,Exceeds,Unk,50s-60s,3,1980,5.424657534246576
2140,Harley,Jones,2020-12-08,2025-10-06,Production Technician II,Christine Bryant,harley.jones@bilearner.com,NEL,Part-Time,,Engineers,1969-08-22,MA,Supervisor,Female,74489,Black,Widowed,2,13,4,1,3,2,2,56,13,Production       ,Active,Contract,2,Zone A,Exceeds,Unk,50s-60s,3,1763,4.83013698630137
2144,Pierre,Craig,2022-08-25,2025-10-06,Production Technician II,Matthew Valdez,pierre.craig@bilearner.com,TNS,Temporary,,Field Operations,1998-01-28,MA,Laborer,Female,80572,Hispanic,Divorced,2,13,4,1,3,3,1,27,13,Production       ,Active,Full-Time,1,Zone B,Exceeds,Unk,25s-30s,3,1138,3.117808219178082
1621,Robert,Hubert,2021-09-21,2023-01-28,BI Developer,Alicia Mendoza,robert.hubert@bilearner.com,MSC,Temporary,That commercial east message peace.,Field Operations,1975-12-09,MA,Supervisor,Male,2134,Other,Divorced,3,16,3,3,3,3,1,49,16,IT/IS,Active,Full-Time,1,Zone B,Needs Improvement,Involuntary,40s-50s,1,494,1.3534246575342466
1623,Jason,Smith,2023-06-19,2023-07-31,BI Developer,David Beard,jason.smith@bilearner.com,PYZ,Temporary,Stage pay south word speak.,Finance & Accounting,2001-06-17,MA,Intern,Male,2045,Other,Divorced,3,16,3,5,3,3,3,24,16,IT/IS,Active,Full-Time,3,Zone C,Needs Improvement,Voluntary,20s-25s,1,42,0.11506849315068493
1624,Charlie,Wang,2023-05-12,2023-05-16,Senior BI Developer,Maria Rivera,charlie.wang@bilearner.com,WBL,Temporary,Call certain industry out believe show.,Field Operations,1996-10-22,MA,Top Hand,Male,1887,White,Widowed,3,16,3,4,3,3,2,28,16,IT/IS,Active,Full-Time,2,Zone A,Needs Improvement,Resignation,25s-30s,1,4,0.010958904109589041
1627,Maggie,Rachael,2023-05-15,2025-10-06,BI Developer,Alicia Howard,maggie.rachael@bilearner.com,BPC,Full-Time,,Field Operations,1966-01-14,MA,Technician,Female,2110,Other,Divorced,3,16,4,1,3,3,3,59,16,IT/IS,Active,Full-Time,3,Zone C,Exceeds,Unk,50s-60s,3,875,2.3972602739726026
1628,Binh,Le,2018-12-15,2019-11-14,Senior BI Developer,Walter Thompson,binh.le@bilearner.com,CCDR,Temporary,Evidence but adult coach claim minute simple.,Catv,1974-04-12,MA,Foreman,Female,1886,Asian,Single,3,16,3,2,3,1,2,51,16,IT/IS,Active,Part-Time,2,Zone A,Needs Improvement,Retirement,50s-60s,1,334,0.915068493150685
1632,Alma,Pennington,2022-01-14,2025-10-06,BI Developer,Mary Lewis,alma.pennington@bilearner.com,SVG,Full-Time,,Field Operations,1970-08-06,MA,Driller,Female,40731,Black,Widowed,3,16,2,1,3,3,3,55,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,1361,3.728767123287671
1633,Miley,French,2018-10-22,2019-03-13,Area Sales Manager,Sandra Gardner,miley.french@bilearner.com,EW,Temporary,Establish hotel up value property.,Field Operations,1994-05-05,MA,Laborer,Female,94379,Black,Widowed,3,16,2,3,3,2,1,31,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Involuntary,30s-40s,2,142,0.38904109589041097
1634,Kole,Levine,2021-10-17,2022-11-13,Area Sales Manager,Bethany Jackson,kole.levine@bilearner.com,MSC,Part-Time,Partner decide help quite whether market.,Finance & Accounting,1974-07-22,MA,Administration,Male,62674,Black,Divorced,3,16,2,5,3,2,3,51,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Voluntary,50s-60s,2,392,1.073972602739726
1635,Azul,Watkins,2021-10-19,2023-04-10,Area Sales Manager,Alexandra Harvey,azul.watkins@bilearner.com,TNS,Part-Time,Upon south nice five reduce lose.,Safety,1988-09-26,MA,Safety,Male,18618,Hispanic,Single,3,16,2,2,3,3,3,36,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Retirement,30s-40s,2,538,1.473972602739726
1654,Zackery,Hess,2021-07-27,2021-11-23,Area Sales Manager,Raymond Walsh,zackery.hess@bilearner.com,MSC,Temporary,Should three accept interesting these.,Engineers,1999-12-19,MA,Administrative,Male,87224,Black,Divorced,3,16,2,4,3,3,1,25,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Resignation,25s-30s,2,119,0.32602739726027397
1657,Isaias,Briggs,2019-05-24,2025-10-06,Sales Manager,Tristan Hutchinson,isaias.briggs@bilearner.com,SVG,Part-Time,,Engineers,1969-08-30,MA,Engineer,Male,38675,Other,Married,3,16,2,1,3,2,1,56,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,50s-60s,2,2327,6.375342465753425
1658,Allison,Frank,2019-11-03,2025-10-06,Sales Manager,Aaron Willis,allison.frank@bilearner.com,EW,Part-Time,,Field Operations,1975-12-29,MA,Laborer,Male,72313,Other,Widowed,3,16,2,1,3,2,1,49,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,40s-50s,2,2164,5.928767123287671
1661,Kenna,Porter,2019-03-19,2025-10-06,BI Director,Christina Randall,kenna.porter@bilearner.com,NEL,Full-Time,,Finance & Accounting,1982-05-16,MA,Clerk,Male,91255,Hispanic,Divorced,3,16,2,1,3,2,3,43,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,2393,6.556164383561644
1664,Lainey,Ayers,2021-04-02,2025-10-06,Area Sales Manager,Jordan Bennett,lainey.ayers@bilearner.com,EW,Full-Time,,Splicing,1991-09-10,MA,Laborer,Male,2597,White,Single,3,16,2,1,3,3,3,33,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1648,4.515068493150685
1666,Kara,Ferrell,2021-08-14,2025-10-06,Area Sales Manager,Alexis Johns,kara.ferrell@bilearner.com,TNS,Part-Time,,General - Con,1978-07-22,OR,Locator,Male,38619,Black,Divorced,3,16,2,1,3,3,2,47,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,40s-50s,2,1514,4.147945205479452
1677,Sadie,Sheppard,2022-07-29,2025-10-06,Area Sales Manager,Dillon Guerrero,sadie.sheppard@bilearner.com,WBL,Part-Time,,General - Con,1965-11-22,OR,Foreman,Female,44156,Other,Widowed,3,16,2,1,3,1,1,59,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1165,3.191780821917808
1680,Lillian,Steele,2019-10-25,2020-10-16,Senior BI Developer,Anthony Foster,lillian.steele@bilearner.com,CCDR,Temporary,Soon prove offer couple word science.,General - Con,1976-09-01,MA,Laborer,Male,33673,Other,Divorced,3,16,2,3,3,3,3,49,16,IT/IS,Active,Full-Time,3,Zone C,Fully Meets,Involuntary,40s-50s,2,357,0.9780821917808219
1681,Deanna,Meza,2023-03-05,2023-05-04,Sales Manager,Jennifer Cook,deanna.meza@bilearner.com,SVG,Temporary,I western water easy practice dinner none.,Engineers,1974-10-10,MA,Engineer,Female,34659,White,Divorced,3,16,2,2,3,2,1,50,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Retirement,50s-60s,2,60,0.1643835616438356
1682,Troy,Todd,2021-06-01,2025-10-06,Sales Manager,Elizabeth Romero,troy.todd@bilearner.com,EW,Part-Time,,Aerial,1970-12-29,MA,Foreman,Female,65125,Black,Married,3,16,2,1,3,1,1,54,16,IT/IS,Active,Part-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1588,4.35068493150685
1687,Mylee,Snow,2022-11-25,2025-10-06,Area Sales Manager,Charles Williamson,mylee.snow@bilearner.com,EW,Full-Time,,Engineers,1967-04-25,MA,Drafter,Male,19801,White,Widowed,3,16,2,1,3,1,3,58,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Unk,50s-60s,2,1046,2.8657534246575342
1693,Gianna,Pope,2022-12-24,2025-10-06,Sales Manager,Sharon Kim,gianna.pope@bilearner.com,SVG,Part-Time,,Field Operations,1985-08-13,MA,Tower Hand,Female,2558,Other,Single,3,16,2,1,3,2,3,40,16,IT/IS,Active,Contract,3,Zone C,Fully Meets,Unk,40s-50s,2,1017,2.786301369863014
1697,Mattie,Peters,2023-05-24,2023-07-21,BI Developer,Melanie Campbell,mattie.peters@bilearner.com,MSC,Part-Time,Soon color sit call certainly.,General - Con,1987-06-15,MA,Foreman,Male,3758,Asian,Widowed,3,16,2,2,3,3,1,38,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Retirement,30s-40s,2,58,0.1589041095890411
1698,Makai,Nolan,2021-02-15,2021-06-05,Area Sales Manager,Deborah Beltran,makai.nolan@bilearner.com,EW,Part-Time,This cost difficult. Time meet should.,Billable Consultants,1994-11-14,MA,Engineer,Male,5156,White,Married,3,16,2,4,3,3,2,30,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Resignation,30s-40s,2,110,0.3013698630136986
1704,Mckenzie,Kim,2020-11-26,2025-10-06,CIO,Rachel Thomas,mckenzie.kim@bilearner.com,CCDR,Part-Time,,Project Management - Con,1994-06-21,MA,Project Manager,Female,59091,Hispanic,Widowed,3,16,2,1,3,1,3,31,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Unk,30s-40s,2,1775,4.863013698630137
1706,Lailah,Hughes,2020-12-02,2023-02-25,BI Developer,Christopher Fisher,lailah.hughes@bilearner.com,NEL,Full-Time,Happen ability as term fish.,Aerial,1990-04-03,MA,Supervisor,Female,81407,Hispanic,Married,3,16,2,3,3,2,2,35,16,IT/IS,Active,Contract,2,Zone A,Fully Meets,Involuntary,30s-40s,2,815,2.232876712328767
2583,Gerry,Friedman,2020-09-16,2025-10-06,Area Sales Manager,Raymond Fields,gerry.friedman@bilearner.com,PYZ,Temporary,,Engineers,1996-02-29,NY,Project Manager,Male,10171,Black,Married,5,18,2,1,3,2,1,29,18,Sales,Active,Contract,1,Zone B,Fully Meets,Unk,25s-30s,2,1846,5.057534246575343
1707,Quentin,Calderon,2021-09-24,2023-07-20,BI Developer,Charles Mcdonald,quentin.calderon@bilearner.com,PL,Full-Time,Fly see experience age Republican.,Wireline Construction,1994-03-20,MA,Clerk,Male,93935,Asian,Married,3,16,2,5,3,1,3,31,16,IT/IS,Active,Part-Time,3,Zone C,Fully Meets,Voluntary,30s-40s,2,664,1.819178082191781
1708,Molly,Fischer,2020-09-10,2021-05-22,BI Developer,Bonnie Smith,molly.fischer@bilearner.com,PYZ,Temporary,With turn maybe herself trouble.,Splicing,1990-05-12,MA,Associate,Male,65055,Asian,Widowed,3,16,2,3,3,3,2,35,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Involuntary,30s-40s,2,254,0.6958904109589041
1711,Lance,Bailey,2018-09-28,2023-02-01,Senior BI Developer,Johnny Stevens,lance.bailey@bilearner.com,BPC,Temporary,Wrong how fund front foreign.,General - Con,1985-04-21,MA,Laborer,Male,43594,Other,Widowed,3,16,2,5,3,3,2,40,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Voluntary,40s-50s,2,1587,4.347945205479452
1712,Quintin,Hicks,2018-12-12,2025-10-06,Senior BI Developer,Joanna Lewis,quintin.hicks@bilearner.com,CCDR,Temporary,,Engineers,1972-02-29,MA,Engineer,Female,72035,Black,Single,3,16,2,1,3,3,2,53,16,IT/IS,Active,Full-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2490,6.821917808219178
1713,Mauricio,Meyers,2021-12-01,2025-10-06,Sales Manager,Isabella Cox,mauricio.meyers@bilearner.com,SVG,Full-Time,,General - Con,1990-08-29,MA,Flagger,Female,1218,Asian,Married,3,16,2,1,3,2,1,35,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1405,3.8493150684931505
1715,Reece,Callahan,2020-10-27,2022-09-28,CIO,Monique Barnes,reece.callahan@bilearner.com,WBL,Part-Time,Learn will marriage interesting note the success.,Aerial,1966-01-10,MA,Foreman,Female,86362,White,Divorced,3,16,2,3,3,3,1,59,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Involuntary,50s-60s,2,701,1.9205479452054794
1718,Ayla,Mcgrath,2020-06-29,2023-08-03,BI Developer,Daryl Swanson,ayla.mcgrath@bilearner.com,CCDR,Temporary,Someone situation else. Big statement else gas.,Field Operations,2001-01-04,MA,Driller,Male,17318,Other,Divorced,3,16,2,3,3,3,1,24,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Involuntary,20s-25s,2,1130,3.095890410958904
1719,Katelyn,Stevens,2021-07-15,2025-10-06,BI Developer,James Johnson,katelyn.stevens@bilearner.com,SVG,Temporary,,Field Operations,1993-05-10,MA,Laborer,Male,93155,Hispanic,Widowed,3,16,2,1,3,2,1,32,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,30s-40s,2,1544,4.23013698630137
1721,Elliott,Odonnell,2019-09-22,2022-11-10,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Full-Time,Story get campaign affect at rule start.,Finance & Accounting,1998-11-25,MA,Assistant,Male,46552,White,Divorced,3,16,2,2,3,3,1,26,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Retirement,25s-30s,2,1145,3.136986301369863
1722,Ronnie,Dillon,2022-02-22,2025-10-06,Senior BI Developer,John Smith,ronnie.dillon@bilearner.com,PL,Full-Time,,Wireless,1968-01-30,MA,Groundman,Female,26893,Hispanic,Divorced,3,16,2,1,3,3,1,57,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Unk,50s-60s,2,1322,3.621917808219178
1726,Alden,Powers,2019-07-04,2025-10-06,BI Developer,Elizabeth Walker,alden.powers@bilearner.com,NEL,Full-Time,,Wireline Construction,1981-01-21,MA,Clerk,Male,71994,Asian,Single,3,16,2,1,3,2,1,44,16,IT/IS,Active,Contract,1,Zone B,Fully Meets,Unk,40s-50s,2,2286,6.263013698630137
1727,Haylie,Arnold,2019-05-31,2022-05-31,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Full-Time,Candidate fact event level several onto store.,General - Con,1996-02-16,MA,Foreman,Male,50024,Hispanic,Widowed,3,16,2,3,3,3,1,29,16,IT/IS,Active,Full-Time,1,Zone B,Fully Meets,Involuntary,25s-30s,2,1096,3.0027397260273974
2209,Rick,Clayton,2020-04-14,2025-10-06,IT Support,Aaron Ramos,rick.clayton@bilearner.com,PYZ,Part-Time,,Wireline Construction,2000-08-30,MA,Groundman,Male,2170,Black,Widowed,5,16,3,1,3,1,3,25,16,IT/IS,Active,Part-Time,3,Zone C,Needs Improvement,Unk,25s-30s,1,2001,5.482191780821918
2211,Leonara,Lindsay,2020-04-10,2025-10-06,IT Support,Matthew Wood,leonara.lindsay@bilearner.com,WBL,Temporary,,Field Operations,1971-08-24,CT,Administrator,Female,6070,White,Married,5,16,4,1,3,2,3,54,16,IT/IS,Active,Contract,3,Zone C,Exceeds,Unk,50s-60s,3,2005,5.493150684931507
2212,Savanna,Mayo,2022-07-03,2023-03-22,IT Support,Amber Hoffman,savanna.mayo@bilearner.com,MSC,Part-Time,Possible shake fall type discover expert.,Field Operations,1991-05-11,MA,Cfo,Female,74179,White,Widowed,1,16,4,3,3,3,3,34,16,IT/IS,Active,Full-Time,3,Zone C,Exceeds,Involuntary,30s-40s,3,262,0.7178082191780822
2216,Jaylyn,Bruce,2022-11-09,2025-10-06,IT Manager - Support,Lynn Fry,jaylyn.bruce@bilearner.com,WBL,Temporary,,General - Con,1972-02-10,MA,Technician,Female,21899,Hispanic,Single,1,16,4,1,3,1,1,53,16,IT/IS,Active,Part-Time,1,Zone B,Exceeds,Unk,50s-60s,3,1062,2.9095890410958902
2217,Kaylie,Ayers,2020-11-23,2020-12-14,IT Manager - Infra,Donna Brown,kaylie.ayers@bilearner.com,TNS,Temporary,Knowledge thank speak clearly.,People Services,1995-07-21,CT,Director,Female,52244,Hispanic,Divorced,4,16,4,5,3,1,2,30,16,IT/IS,Active,Part-Time,2,Zone A,Exceeds,Voluntary,30s-40s,3,21,0.057534246575342465
2218,Abdullah,Arellano,2019-02-21,2022-10-21,IT Manager - DB,Jacob Christian,abdullah.arellano@bilearner.com,SVG,Part-Time,Quality heavy security nature amount take room.,Field Operations,1967-11-08,MA,Foreman,Female,29237,Asian,Widowed,4,16,4,4,3,1,1,57,16,IT/IS,Active,Part-Time,1,Zone B,Exceeds,Resignation,50s-60s,3,1338,3.665753424657534
2219,Hazel,Lane,2022-09-25,2023-05-06,IT Support,Lance Torres,hazel.lane@bilearner.com,SVG,Part-Time,Past really million address again forget.,Wireline Construction,1966-10-25,MA,Laborer,Female,8635,Hispanic,Widowed,5,16,4,2,3,1,3,58,16,IT/IS,Active,Part-Time,3,Zone C,Exceeds,Retirement,50s-60s,3,223,0.6109589041095891
2221,Cedric,Sawyer,2019-05-31,2025-10-06,IT Support,Megan Walker,cedric.sawyer@bilearner.com,MSC,Part-Time,,Field Operations,1993-11-14,MA,Laborer,Female,49637,Hispanic,Single,4,16,4,1,3,2,3,31,16,IT/IS,Active,Contract,3,Zone C,Exceeds,Unk,30s-40s,3,2320,6.3561643835616435
2222,Caiden,Lam,2020-07-21,2021-08-18,IT Support,Scott Thomas,caiden.lam@bilearner.com,TNS,Temporary,End trouble tonight amount page reach debate.,Wireline Construction,1998-07-17,MA,Laborer,Female,77955,Hispanic,Widowed,4,16,4,4,3,1,2,27,16,IT/IS,Active,Part-Time,2,Zone A,Exceeds,Resignation,25s-30s,3,393,1.0767123287671232
2224,Hadley,Nash,2020-10-13,2025-10-06,IT Manager - Infra,Eric Clay,hadley.nash@bilearner.com,CCDR,Temporary,,Wireline Construction,1999-01-14,CT,Groundman,Female,8958,Asian,Divorced,4,16,4,1,3,3,2,26,16,IT/IS,Active,Full-Time,2,Zone A,Exceeds,Unk,25s-30s,3,1819,4.983561643835617
2225,Milo,Jensen,2023-05-01,2025-10-06,IT Manager - DB,Kimberly Rosales,milo.jensen@bilearner.com,EW,Full-Time,,Engineers,1971-12-03,MA,Project Manager,Male,84923,Black,Divorced,2,16,4,1,3,1,2,53,16,IT/IS,Active,Part-Time,2,Zone A,Exceeds,Unk,50s-60s,3,889,2.4356164383561643
2227,Raymond,Maldonado,2021-12-27,2025-10-06,IT Support,Timothy Young,raymond.maldonado@bilearner.com,EW,Full-Time,,Aerial,1995-06-05,MA,Lineman,Female,13915,Black,Widowed,5,16,3,1,3,2,1,30,16,IT/IS,Active,Contract,1,Zone B,Needs Improvement,Unk,30s-40s,1,1379,3.778082191780822
2229,Antonio,Gray,2022-12-28,2025-10-06,IT Support,Mitchell Wilson,antonio.gray@bilearner.com,TNS,Temporary,,Underground,1977-10-01,MA,Laborer,Female,11746,Asian,Divorced,4,16,1,1,3,1,2,47,16,IT/IS,Active,Part-Time,2,Zone A,PIP,Unk,40s-50s,0,1013,2.7753424657534245
2230,Kane,Mcfarland,2018-11-25,2025-10-06,IT Manager - Support,Jose Rivera,kane.mcfarland@bilearner.com,PYZ,Full-Time,,General - Con,1972-08-20,CT,Supervisor,Female,51949,Hispanic,Married,2,16,2,1,3,1,2,53,16,IT/IS,Active,Part-Time,2,Zone A,Fully Meets,Unk,50s-60s,2,2507,6.868493150684931
